book_title,book_author,book_translator,book_pub_date,book_isbn
나는 독이 되는 관계를 끝내기로 했다,마리옹 블리크 ,조민영 ,2021-04-30,9791157845057
재미있고 빠른 첫 수학 세트,김지은 ,,2020-02-28,9791162242896
미에라 공방의 처음 아기 손뜨개,김인영 ,,2018-12-10,9791188007219
재미있고 빠른 첫 수학 2권,김지은 ,,2020-02-28,9791162242766
지금 당장 회계공부 시작하라(전면개정판),"강대준 , 신홍철 ",,2021-06-01,9791157845101
재미있고 빠른 첫 수학 3권,김지은 ,,2020-02-28,9791162242773
부동산 세금 사용설명서,"김성일 , 우승일(감리) ",,2021-05-03,9791157845064
재미있고 빠른 첫 수학 1권,김지은 ,,2020-02-28,9791162242759
저는 심리학이 처음인데요,강현식 ,,2014-08-13,9788994120874
테슬라 웨이,미카엘 발랑탱 ,오웅석 ,2021-05-20,9791157845088
만화로 배우는 서양사 중세 3,"올리비에 보비노 , 파스칼 마냐 ",이정은 ,2021-05-28,9791157845095
HOW TO SIT,틱낫한 ,진우기 ,2018-01-29,9791157842278
저는 스타트업이 처음인데요,권오상 ,,2018-02-22,9791157842353
HOW TO RELAX,틱낫한 ,진우기 ,2018-01-29,9791157842261
실전 시계열 분석,에일린 닐슨 ,박찬성 ,2021-04-09,9791162244081
저는 인문학이 처음인데요!,박홍순 ,,2014-03-06,9788994120768
스웨덴은 어떻게 원하는 삶을 사는가,라르스 다니엘손 ,박현정 ,2018-03-06,9791157842438
알리기 전에  알면 좋은 사실들,홍태화 ,,2018-03-20,9791157842445
단어 하나 바꿨을 뿐인데,하마다 이오리 ,정은희 ,2018-05-14,9791157842629
지금 당장 회계공부 시작하라,"강대준 , 신홍철 ",,2012-11-13,9788994120461
게임세대 내 아이와 소통하는 법,이장주 ,,2021-06-25,9791157845194
저는 가상화폐가 처음인데요,김태형 ,,2018-06-01,9791157842643
원칙,레이 달리오(Ray Dalio) ,고영태 ,2018-06-05,9791157842636
더 저널리스트 02,조지 오웰 ,김영진 ,2018-03-10,9791157842339
HOW TO 시리즈(세트),틱낫한 ,진우기 ,2018-01-29,9791157842230
세상에서 제일 빠른 3분 삼국지 톡,심쌤 ,,2018-03-19,9791157842469
로봇 시대에 불시착한 문과형 인간,다카하시 도루 (岡本裕一朗) ,김은혜 ,2018-06-19,9791157842704
다크사이드,"토드 카시단 , 로버트 비스워스 디너 ",,2018-05-28,9791157842667
HOW TO EAT,틱낫한 ,진우기 ,2018-01-29,9791157842247
HOW TO WALK,틱낫한 ,진우기 ,2018-01-29,9791157842285
HOW TO LOVE,틱낫한 ,진우기 ,2018-01-29,9791157842254
지금 세계는 무엇을 생각하는가,오카모토 유이치로(岡本裕一朗) ,전경아 ,2018-04-20,9791157842575
퇴근길 인문학 수업 : 전환,백상경제연구원 ,,2018-09-28,9791157842865
아마추어,앤디 메리필드 ,박준형 ,2018-08-30,9791157842834
길고양이들은 배고프지 말 것,이상교 ,,2018-07-17,9791157842711
대한민국 아파트 부의 지도,이상우 ,,2018-06-29,9791157842728
프라이드,박준기 ,,2018-10-15,9791157842919
돈의 마법,고경호 ,,2018-09-21,9791157842926
퇴근길 인문학 수업 : 전진,백상경제연구원 ,,2018-10-15,9791157842872
퇴근길 인문학 수업 : 멈춤,백상경제연구원 ,,2018-09-11,9791157842858
만화로 배우는 곤충의 진화,김도윤(갈로아) ,,2018-10-15,9791157842940
누가 김부장을 죽였나,김영선 ,,2018-07-16,9791157842735
하루 3줄 영어 습관,정은희 ,,2018-11-19,9791157842957
나의 첫 불렛저널,Marie ,김은혜 ,2018-12-19,9791157843046
일자리 빅뱅이 다가온다,대럴 M. 웨스트 Darrell M. West ,김인수 ,2019-01-21,9791157843114
인공지능 마케팅,짐 스턴 (Jim Sterne) ,김현정 ,2018-12-05,9791162241356
불렛저널,라이더 캐롤 Ryder Carroll ,최성옥 ,2018-11-19,9791157842971
을의 철학,송수진 ,,2019-03-15,9791157843190
만화로 보는 성차별의 역사,"솔다드 브라비 Soledad Bravi , 도로테 베르네르 Dorothée Werner ",맹슬기 ,2019-01-31,9791157843121
나는 아마존에서 미래를 다녔다,박정준 ,,2019-03-07,9791157843183
일터의 품격,도나 힉스 ,이종민 ,2019-03-30,9791157843220
내 아버지들의 자서전,오도엽 ,,2016-11-10,9791157841561
오빠를 위한 최소한의 맞춤법,이주윤 ,,2016-11-30,9791157841585
거절당하기 연습,지아 장 ,임지연 ,2017-01-24,9791157841684
미라클 모닝 밀리어네어,"할 엘로드 , 데이비드 오스본 ",이주만 ,2019-04-01,9791157843244
"필사, 쓰는 대로 인생이 된다",김시현 ,,2016-12-22,9791157841639
북유럽 비즈니스 산책,하수정 ,,2017-01-30,9791157841691
미라클 모닝 다이어리,할 엘로드 ,이현주 ,2016-11-22,8809729440003
인사담당자 100명의 비밀녹취록,"김도윤 , 제갈현열 ",,2017-02-17,9791157841707
"제4의 물결, 답은 역사에 있다",고평석 ,,2017-04-15,9791157841790
조르바의 인생수업,장석주 ,,2017-05-20,9791157841844
프레임 대 프레임,조윤호 ,,2017-03-20,9791157841769
더 저널리스트,어니스트 헤밍웨이 ,김영진 ,2017-08-15,9791157842018
나는 중국이 매일 낯설다,이상관 ,,2017-06-30,9791157841905
트렌드 MZ 2019,대학내일20대연구소 ,,2018-11-20,9791157843039
저는 재테크가 처음인데요 완전 개정판,김태형 ,,2017-04-26,9791157841837
"그래도, 달러다","윤채현 , 이남수 ",,2012-07-03,9788994120379
모방의 경제학,"칼 라우스티아라 , 크리스토퍼 스프리그맨 ",이주만 ,2013-04-12,9788994120560
고양이 부처는 고민이 없다냥,미야시타 마코토 ,김희은 ,2017-03-17,9791157841752
"다시, 논어",박영규 ,,2017-05-25,9791157841851
5초의 법칙,멜 로빈스 ,이지연 ,2017-09-01,9791157842049
최고가 되라,에릭 라르센 ,김정희 ,2014-04-28,9788994120799
게스트하우스 창업 A to Z,김아람 ,,2014-10-06,9791185933016
"이나모리 가즈오 1,155일간의 투쟁",오니시 야스유키│ ,송소영 ,2013-11-02,9788994120300
나는 무적의 회사원이다,손성곤 ,,2014-06-20,9788994120836
삶은 어떻게 책이 되는가,임승수 ,,2014-06-11,9788994120829
"STEM CookBook, 문제 해결력을 키우는 동역학","유봉조 , 박경수 ",,2022-01-29,9791156645801
"IT CookBook, 실전에 강한 드론 제작과 정비 : 이론부터 실무까지",박장환 ,,2022-01-20,9791156645818
파이썬으로 시작하는 컴퓨터 프로그래밍,조동영 ,,2022-02-21,9791156645948
조직행동론(3판),Angelo Kinicki ,김안드레아 ,2022-01-28,9791156645733
저는 부동산경매가 처음인데요(최신 개정판),신정헌 ,,2016-01-01,9791157841141
면접이 막막할 때마다 꺼내 읽는 책,제임스 리드 ,문수민 ,2015-12-07,9791157840205
운영관리(13판),"Jay Heizer , Barry Render , Chuck Munson ","김민균 , 김상기 , 박상찬 , 최대헌 ",2022-02-10,9789813137387
재무회계 with IFRS,"Jerry Weygandt , Paul Kimmel , Don Kieso ",윤현철 ,2022-03-02,9791156645979
소비자 행동론 제 13판,Michael R. Solomon ,"황장선 , 이지은 , 전승우 , 최자영 ",2022-02-21,9789813137172
"1년에 5,000만 원 버는 수익 확장 노하우 네이버 블로그로 돈 벌기",김동석 ,,2021-09-28,9791162244777
상법강의,서성호 ,,2022-02-28,9791156645917
보고서 작성 실무 강의(개정판),홍장표 ,,2021-11-08,9791162244890
"Case, Fair, Oster의 경제학원론","Karl E. Case , Ray C. Fair , Sharon M. Oster ","박원규 , 이상규 ",2022-01-03,9791156645726
빠르게 찾아 바로 적용하는 엑셀 에센스 사전 100,한은숙 ,,2021-11-25,9791162244944
엑셀 매크로&VBA 업무 공략집,최준선 ,,2021-11-30,9791162244937
파워포인트 디자인 실무 강의 with 신프로,신프로(신강식) ,,2022-01-05,9791162245088
"스토리텔링 우동이즘의 잘 팔리는 웹툰, 웹소설 이야기 만들기",우동이즘(이동우) ,,2021-11-15,9791162244906
맛있는 디자인 포토샵&일러스트레이터 CC 2022,"빨간고래(박정아) , 윤이사라(포완카) ",,2022-01-07,9791162245101
맛있는 디자인 프리미어 프로&애프터 이펙트 CC 2022,"김덕영 , 심수진 , 윤성우 , 이수정 ",,2022-01-27,9791162245156
디자인 1등 유튜버 존코바의 클릭을 유도하는 유튜브 디자인 with 포토샵,존코바(이요한) ,,2021-09-27,9791162244708
나는 왜 네 말이 힘들까,박재연 ,,2020-07-01,9791190846011
365 부모 말하기 연습 일력(스프링북),"박재연 , 공인영 ",,2021-12-01,9791190846301
사실은 사랑받고 싶었어,"박재연 , 박성혜(그림) ",,2021-03-05,9791190846110
맛있는 디자인 포토샵 CC 2022,"윤이사라(포완카) , 김신애 ",,2022-03-03,9791162245330
우리 아이 처음 놀이,"이현주(느림보juliee) , 김소은(버터와소) -그림 ",,2020-07-20,9791190846028
보고서 작성 실무 강의,홍장표 ,,2019-10-30,9791162242254
나도 초록 식물 잘 키우면 소원이 없겠네,허성하(폭스더그린) ,,2020-09-28,9791190846042
오늘의 컬러링북,심다은(오늘의다은) ,,2020-12-15,9791190846080
오늘부터 달리기를 합니다,이진이(지니코치) ,,2021-03-25,9791190846141
우리가 시를 처음 쓴다면 그건 분명 윤동주일 거야: 『하늘과 바람과 별과 시』 필사,"윤동주 , 유한빈(펜크래프트) , 콰야 ",,2021-04-05,9791190846158
지리의 쓸모,전국지리교사모임 ,,2021-06-10,9791190846189
엄마의 말하기 연습,박재연 ,,2018-02-27,9791188007134
기적의 아빠육아,황성한 ,,2017-04-01,9791185933580
나도 피아노 잘 치면 소원이 없겠네,"모시카 뮤직(이은별, 서은성) ",,2016-11-30,9791185933498
헬로해피의 처음 프랑스 자수,김민아 ,,2017-11-25,9791188007103
퇴사하고 여행갑니다,"김대근 , 김태현 ",,2017-12-10,9791188007080
나도 손글씨 잘 쓰면 소원이 없겠네,이호정(하오팅캘리) ,,2017-09-20,9791188007059
처음 양모인형,이민종 ,,2017-04-17,9791188007011
나도 드럼 잘 치면 소원이 없겠네,고니드럼(김회곤) ,,2018-11-30,9791188007202
리얼 후쿠오카 PLUS 벳푸 · 유후인 [2018~2019년 최신판],나보영 ,,2018-09-05,9791188007189
나도 영어 잘하면 소원이 없겠네,박선생 ,,2019-03-11,9791188007240
나도 수채화 잘 그리면 소원이 없겠네,차유정(위시유) ,,2019-01-31,9791188007226
지금 내 아이 사춘기 처방전,이진아 ,,2017-11-20,9791188007110
좀비 육아,제임스 브레이크웰 ,최다인 ,2019-02-07,9791157843138
둘째는 다르다,김영훈 ,,2018-06-15,9791188007158
이기적이라 살아남았습니다,이마이즈미 다다아키 ,"김지연 , 이정모(감수) ",2021-07-20,9791190846219
맛있는 디자인 프리미어 프로&애프터 이펙트 CC 2021,"김덕영 , 심수진 , 윤성우 , 이수정 , 정지원 ",,2021-01-31,9791162243909
치앙마이를 가장 멋지게 여행하는 방법(2019~2020년 최신판),"신중숙 , 방콕커플 ",,2019-03-15,9791188007257
나도 피아노 폼 나게 잘 치면 소원이 없겠네,"모시카 뮤직(이은별, 서은성) ",,2017-07-31,9791188007042
한 권으로 배우는 작고 예쁜 꽃자수,장미나(미나랜드) ,,2021-07-05,9791190846196
리얼 오사카 교토 PLUS 고베 나라(2018~2019년 최신판),"황성민 , 정현미 ",,2017-11-27,9791188007097
정리 잘하는 사람은 이렇게 합니다,고메다 마리나 ,박연정 ,2021-09-17,9791190846233
리얼 오사카 [2018~2019년 최신판],"황성민 , 정현미 ",,2018-01-15,9791188007127
나도 손글씨 잘 쓰면 소원이 없겠네 [핸디 워크북],이호정(하오팅캘리) ,,2018-02-01,8809592740002
고개를 끄덕이는 것만으로도 위로가 되니까,문지애 ,,2021-06-21,9791190846202
초등 어휘력이 공부력이다,박명선 ,,2021-11-25,9791190846271
생각과 말로 글을 늘리는 초등 10분 글쓰기,강근영 ,,2021-08-07,9791190846226
중학교 입학 가이드,배혜림 ,,2021-11-11,9791190846264
리얼 교토,"황성민 , 정현미 ",,2018-03-27,9791188007141
나도 영문 손글씨 잘 쓰면 소원이 없겠네,윤정희(리제 캘리그라피) ,,2021-11-05,9791190846257
탐험! 숲체험 생물 도감,이치니치 잇슈 ,박현숙 ,2021-10-06,9791190846240
우리 엄마 그림이 제일 좋아,김우영 ,,2019-10-01,9791188007332
리얼 블라디보스톡   [2019~2020년 최신개정판],강한나 ,,2019-06-14,9791188007318
리얼 상하이  PLUS 항저우·쑤저우,도선미 ,,2017-06-15,9791185933559
헬로해피의 포근한 프랑스 자수,김민아 ,,2019-06-01,9791188007288
리얼 홍콩PLUS 마카오,정의진 ,,2017-08-21,9791185933566
리얼 상하이 항저우·쑤저우 [2020~2021년 개정판],도선미 ,,2019-12-05,9791188007400
손그림 연습장 : 펜 하나면 누구나 그릴 수 있는 쉽고 귀여운 일러스트,사라 알베르토 ,최다인 ,2019-08-01,9791188007356
손뜨개 가방과 모자,Little Lion ,김수연 ,2019-10-01,9791188007370
리얼 다낭  [2019~2020년 최신판],배나영 ,,2019-06-20,9791188007295
리얼 홍콩 마카오 [2019~2020년 개정판],"정의진 , 임요희 ",,2019-08-02,9791188007325
리얼 오사카 교토·고베·나라 [2020~2021 개정판],"황성민 , 정현미 ",,2019-12-27,9791188007349
나도 좀 가벼워지면 소원이 없겠네,강하나 ,,2020-02-20,9791188007493
왜 나는 매일 아이에게 미안할까,김아연(틈틈이) ,,2019-12-10,9791188007448
리얼 블라디보스톡  PLUS 우수리스크 [2019~2020년 최신판],강한나 ,,2018-10-22,9791188007196
나도 글 좀 잘 쓰면 소원이 없겠네,김봉석 ,,2020-01-15,9791188007462
나도 손그림 잘 그리면 소원이 없겠네,심다은(오늘의다은) ,,2019-11-28,9791188007424
영어는 잘하고 싶은데 열심히 하고 싶진 않아,"문덕 , 스노우캣 ",,2020-01-30,9791188007486
나도 손글씨 바르게 쓰면 소원이 없겠네 [핸디 워크북],유한빈(펜크래프트) ,,2020-02-04,8809592740019
나도 손글씨 바르게 쓰면 소원이 없겠네,유한빈(펜크래프트) ,,2019-10-09,9791188007394
오늘도 화내고 말았습니다,박윤미 ,,2020-04-20,9791188007523
리얼 오사카 교토 PLUS 고베 나라,"황성민 , 정현미 ",,2017-03-27,9791185933542
엑셀로 부자되기,김태형 ,,2022-04-12,9791162245439
회사에서 바로 통하는 파워포인트 FOR STARTERS(개정판),이화진 ,,2022-06-10,9791162245712
회사에서 바로 통하는 엑셀 FOR STARTERS(개정판),전미진 ,,2022-06-10,9791162245705
맛있는 디자인 일러스트레이터 CC 2022,빨간고래(박정아) ,,2022-03-04,9791162245347
"회사에서 바로 통하는 실무 엑셀+파워포인트+워드&한글(모든 버전 사용 가능, 개정판)","전미진 , 이화진 , 신면철 ",,2022-05-27,9791162245699
맛있는 디자인 애프터 이펙트 CC 2022,이수정 ,,2022-03-25,9791162245446
혼자 해도 프로 작가처럼 잘 그리는 아이패드 드로잉 with 프로크리에이트,빨간고래(박정아) ,,2022-06-27,9791169210003
회사에서 바로 통하는 최강 실무 엑셀,전미진 ,,2022-07-22,9791169210096
맛있는 디자인 프리미어 프로 CC 2022,"심수진 , 윤성우 , 김덕영 ",,2022-03-16,9791162245378
회사에서 바로 통하는 엑셀 FOR STARTERS,전미진 ,,2020-01-06,9791162242544
회사에서 바로 통하는 파워포인트 FOR STARTERS,이화진 ,,2020-05-07,9791162243107
회사에서 바로 통하는  실무 엑셀+파워포인트+워드&한글(개정판),"전미진 , 이화진 , 신면철 ",,2020-04-10,9791162243008
1000개 숨은그림찾기 보물찾기 : 찾아도 찾아도 끝판왕,전진희 ,,2021-11-02,9791162244784
쉽게 배워 바로 써먹는 디자인 패턴,이호진 ,,2020-10-05,9791162243404
혼자 공부하는 첫 프로그래밍 with 파이썬,문현일 ,,2020-06-30,9791162243039
이더리움 디앱 개발,로베르토 인판테 ,정종화 ,2020-06-04,9791162243145
파이썬 증권 데이터 분석,김황후 ,,2020-07-01,9791162243206
출판사가 OK하는 책쓰기,최현우 ,,2020-02-15,9791162242568
처음 배우는 플러터 : 예제로 배우는 크로스 플랫폼 애플리케이션 개발,유동환 ,,2020-03-01,9791162242858
실전 아파치 카프카,"사사키 도루 , 이와사키 마사다케 , 사루타 고스케 , 쓰즈키 마사요시 , 요시다 고요 ",정인식 ,2020-02-24,9791162242803
파이썬으로 배우는 딥러닝 교과서,이시카와 아키히코 ,박광수(아크몬드) ,2020-03-01,9791162242827
웹 애플리케이션 보안,앤드루 호프먼 ,최용 ,2021-02-19,9791162243930
금융 전략을 위한 머신러닝,"하리옴 탓샛 , 사힐 푸리 , 브래드 루카보 ",김한상 ,2021-12-27,9791162245002
회사에서 바로 통하는 실무 엑셀+파워포인트+워드&한글,"전미진 , 이화진 , 신면철 ",,2018-09-17,9791162241097
당당한 디자인 결정을 위한 9가지 방법,톰 그리버 ,"김민성 , 곽서희 ",2021-12-10,9791162244982
이것이 데이터 분석이다 with 파이썬,윤기태 ,,2020-02-10,9791162242513
만들면서 배우는 파이토치 딥러닝,오가와 유타로 ,박광수(아크몬드) ,2021-08-05,9791162244609
클라우드 네이티브를 위한 데이터 센터 네트워크 구축,디네시 G. 더트 ,정기훈 ,2021-08-20,9791162244586
린 AI,로밋 파텔 ,"박기석 , 최은정 ",2021-06-01,9791162244302
그래프QL 인 액션,사메르 부나 ,김완섭 ,2021-12-24,9791162245040
아파치 스파크 입문,"사루타 고스케 , 도바시 마사루 , 요시다 고요 , 사사키 도루 , 쓰즈키 마사요시 ",김진용 ,2017-09-01,9788968488696
웹 브라우저 속 머신러닝 TensorFlow.js,카이 사사키 ,유수연 ,2021-09-01,9791162244647
처음 배우는 플라스크 웹 프로그래밍,윤정현 ,,2021-08-30,9791162244678
스파크를 이용한 자연어 처리,앨릭스 토머스 ,이창현 ,2021-08-20,9791162244654
"개발 7년차, 매니저 1일차",카미유 푸르니에 ,"권원상 , 한민주 ",2020-02-04,9791162242551
살아 움직이는 머신러닝 파이프라인 설계,"하네스 하프케 , 캐서린 넬슨 ",송호연 ,2021-10-11,9791162244814
고객을 끌어오는 구글 애널리틱스4,문준영 ,,2022-03-10,9791162245316
처음 배우는 엘릭서 프로그래밍,데이브 토머스 ,"권두호 , 최성락(감수자) ",2022-03-14,9791162245354
데이터 과학자 되는 법,"에밀리 로빈슨 , 재클린 놀리스 ",이창화 ,2021-11-26,9791162244920
미국 주식으로 시작하는 슬기로운 퀀트투자,"김용환 , Yubin Kim ",,2021-09-30,9791162244753
데이터 과학자 되는 법,"에밀리 로빈슨 , 재클린 놀리스 ",이창화 ,2021-11-26,9791162244920
소문난 명강의 : 시험장에 몰래 가져갈 이경오의 SQL+SQLD 비밀노트,이경오 ,,2021-10-10,9791162244364
UX/UI 디자이너를 위한 실무 피그마,클레어 정 ,,2021-11-01,9791162244760
그로킹 심층 강화학습,미겔 모랄레스 ,강찬석 ,2021-10-10,9791162244838
찐 UXer가 알려주는 UX/UI 실무 가이드,조은정 ,,2022-03-15,9791162245132
소문난 명강의 : 시험장에 몰래 가져갈 이경오의 SQL+SQLD 비밀노트,이경오 ,,2021-10-10,9791162244364
모어 이펙티브 C#(2판),빌 와그너 ,김완섭 ,2019-05-06,9791162240892
"엑셀, R, 파이썬으로 시작하는 데이터 분석",조지 마운트 ,시진 ,2022-04-29,9791162245576
도메인 주도 개발 시작하기,최범균 ,,2022-03-21,9791162245385
개발자를 위한 오라클 SQL 튜닝,이경오 ,,2016-02-16,9788968487996
알쏭달쏭 자바 200제,"시바타 보요 , 유리 가오루 ",김완섭 ,2019-05-30,9791162241936
C#과 데이터베이스로 누구나 쉽게 주식 자동매매 시스템 만들기,이경오 ,,2017-02-24,9788968488467
"일잘러의 비밀, 엑셀 대신 파이썬으로 업무 자동화하기",포스코인재창조원 ,,2022-05-02,9791162245569
파이썬을 활용한 금융공학 레시피,김용환 ,,2018-06-01,9791162240823
MFC 프로그래밍 : 주식 분석 프로그램 만들기,김세훈 ,,2014-06-24,9788968486647
만들면서 배우는 프로그레시브 웹 앱,탈 아터(Tal Ater) ,"한민주 , 양찬석 ",2019-04-20,9791162248744
한 권으로 다지는 머신러닝&딥러닝 with 파이썬,"알베르토 아르타산체스 , 프라틱 조시 ",여인춘 ,2021-10-21,9791162244876
C#과 데이터베이스로 누구나 쉽게 주식 자동매매 시스템 만들기,이경오 ,,2017-02-24,9788968488467
MLOps 도입 가이드,데이터이쿠 ,동동구 ,2022-04-29,9791162245507
SRE를 위한 시스템 설계와 구축,"헤더 애드킨스 , 벳시 바이어 , 폴 블랭킨십 , 피오트르 레반도프스키 , 애나 오프레아 , 애덤 스터블필드 ",장현희 ,2022-01-03,9791162245033
개발자를 위한 오라클 SQL 튜닝,이경오 ,,2016-02-16,9788968487996
이펙티브 C#(3판),빌 와그너 ,김명신 ,2017-11-06,9791162240038
소수와 RSA 알고리즘으로 배우는 Big Number 연산 - 구조체와 자료구조의 이해,김세훈 ,,2013-05-21,9788968486074
리버스 엔지니어링 기드라 실전 가이드,"나카지마 쇼타 , 고타케 다이치 , 하라 히로아키 , 가와바타 고헤이 ","이창선 , 임재용 ",2022-01-10,9791162245071
이것이 안드로이드다 with 코틀린(3판),고돈호 ,,2022-01-03,9791162245026
완성된 웹사이트로 배우는 HTML&CSS 웹 디자인,Mana ,신은화 ,2022-05-10,9791162245606
OCR 프로그래밍 : 이미지 인식,김세훈 ,,2015-08-21,9788968487736
러닝 Go,존 보드너 ,윤대석 ,2022-02-25,9791162245309
메타버스를 디자인하라,코넬 힐만 ,주원 테일러 ,2022-02-10,9791162245163
NGINX 쿡북,데릭 디용기 ,노승헌 ,2021-06-01,9791162244340
데이터 인문학 : 세상을 바꾼 역사 속 데이터 이야기,김택우 ,,2019-01-20,9791162249215
실전비급 아파치 루씬 7,"김동우 , 김흥래 , 권택환 , 박진현 , 최용호 , 황희정 ",,2018-11-01,9791162249314
머신러닝을 활용한 웹 최적화,이쓰카 슈헤이 ,김연수 ,2021-06-07,9791162244357
이펙티브 디버깅,디오미디스 스피넬리스 ,남기혁 ,2017-05-20,9788968487781
제프리 리처의 Windows via C/C++(복간판),"제프리 리처 , 크리스토프 나자르 ",김명신 ,2019-04-01,9788979146219
개발자에서 아키텍트로,마이클 킬링 ,김영재 ,2021-06-07,9791162244326
쿠브플로 운영 가이드,"조시 패터슨(Josh Patterson) , 마이클 카체넬렌보겐 , 오스틴 해리스 ",김소형 ,2022-01-31,9791162245118
MFC 프로그래밍 : 주식 분석 프로그램 만들기,김세훈 ,,2014-06-24,9788968486647
처음 배우는 네트워크 보안,장상근(맥스) ,,2021-06-30,9791162244524
처음 만나는 WSL,프래틱 싱 ,남정현 ,2022-02-28,9791162245293
업무에 바로 쓰는 SQL 튜닝,양바른 ,,2021-07-01,9791162244500
데이터 익명화를 위한 파이프라인,"루크 아버클 , 칼리드 엘 에맘 ",이창현 ,2022-04-11,9791162245514
데이터를 부탁해 : 세상을 움직이는 데이터의 힘,전익진 ,,2019-04-08,9791162248768
"풀스택 서버리스 :  리액트, AWS, 그래프QL을 이용한 최신 애플리케이션 개발",네이더 다빗 ,김범준 ,2021-07-05,9791162244487
업무에 바로 쓰는 SQL 튜닝,양바른 ,,2021-07-01,9791162244500
나는 LINE 개발자입니다,"강윤신 , 김영환 , 김재석 , 김정엽 , 김택주 , 노승헌 , 박민우 , 배권한 , 이승진 , 이홍규 , 하태호 , 이서연 ",,2019-09-02,9791162242162
텐서플로 라이트를 활용한 안드로이드 딥러닝,임태규 ,,2021-08-01,9791162244593
처음 배우는 스프링 부트 2,김영재 ,,2018-10-01,9791162241264
IT 인문을 만나다 : 역사와 고전으로 엿보는 19가지 IT 키워드,이범석 ,,2016-03-31,9788968488023
소수와 RSA 알고리즘으로 배우는 Big Number 연산 - 구조체와 자료구조의 이해,김세훈 ,,2013-05-21,9788968486074
처음 시작하는 마이크로서비스,"로니 미트라 , 이라클리 나다레이슈빌리 ",,2021-08-01,9791162244579
스벨트 앤 새퍼 인 액션,마크 볼크먼 ,박수현 ,2021-07-19,9791162244555
데이터 스토리,낸시 두아르테 ,"권혜정 , 윤영진(감수) ",2021-07-01,9791162244296
소프트웨어 스펙의 모든 것,"김익환 , 전규현 ",,2021-01-05,9791162243732
처음 배우는 애저 : Azure Portal로 배우는 애저 도입부터 활용까지,김도균 ,,2020-12-23,9791162243695
이것이 C#이다(개정판),박상현 ,,2021-01-18,9791162243770
비즈니스 머신러닝,"더그 허전 , 리처드 니콜 ","김정민 , 문선홍 , 정용우 ",2020-12-23,9791162243657
리눅스 커널 패치와 커밋,윤대석 ,,2015-04-17,9788968487453
실전비급 엘라스틱 스택 6.4,"김동우 , 김흥래 , 권택환 , 박진현 , 최용호 , 황희정 ",,2018-12-05,9791162249260
예제로 쉽게 배우는 스프링 프레임워크 3.0,사카타 코이치 ,황선유 ,2012-02-25,9788979148879
처음 배우는 셸 스크립트,장현정 ,,2021-02-01,9791162243893
"스프링3 입문 : 스프링3.1 지원, 스트럿츠, 하이버네이트, 마이바티스 연계","하세가와 유이치 , 오오노 와타루 , 토키 코헤이 ",김성재 ,2013-10-10,9788968480515
사토시의 서,필 샴페인 ,조진수 ,2021-02-05,9791162243855
처음 배우는 리액트 네이티브,김범준 ,,2021-02-01,9791162243879
진지한 파이썬,쥘리앵 당주 ,김영하 ,2021-01-25,9791162243794
이것이 C#이다,박상현 ,,2018-07-01,9791162240861
실리콘밸리 리더십,마이클 롭 ,김정혜 ,2021-08-01,9791162244562
머신러닝을 위한 실전 데이터셋,"칼리드 엘 에맘 , 루시 모스케라 , 리처드 홉트로프 ",심상진 ,2021-01-04,9791162243749
줄리아를 생각하다,"벤 로언스 , 앨런 다우니 ",송한별 ,2020-04-06,9791162242575
이것이 안드로이드다 with 코틀린(개정판),고돈호 ,,2021-03-02,9791162243947
OCR 프로그래밍 : 이미지 인식,김세훈 ,,2015-08-21,9788968487736
친절한 딥러닝 수학,다테이시 겐고 ,김형민 ,2021-03-02,9791162243886
배워서 바로 쓰는 스프링 부트 2,"히로스에 다케시 , 미야바야시 다케히로 ",정인식 ,2020-04-16,9791162242995
"글로벌 소프트웨어를 말하다, 지혜",김익환 ,,2014-06-28,9788968481031
게임 엔진 블랙 북 : 둠,파비앙 상글라르 ,박재호 ,2021-04-01,9791162244098
"피, 땀, 픽셀 : 트리플 A 게임은 어떻게 만들어지는가",제이슨 슈라이어 ,권혜정 ,2018-08-03,9791162241028
파이썬 비동기 라이브러리 Asyncio,케일럽 해팅 ,동동구 ,2021-05-01,9791162244197
쿼커스 쿡북,"알렉스 소토 부에노 , 제이슨 포터 ",유동환 ,2021-04-28,9791162244203
핸즈온 비지도 학습,안쿠르 A. 파텔 ,"강재원 , 권재철 ",2020-07-20,9791162243190
Head First Go,제이 맥가브렌 ,권민재 ,2020-03-16,9791162242797
"데이터가 뛰어노는 AI 놀이터, 캐글","가도와키 다이스케 , 사카타 류지 , 호사카 게이스케 , 히라마쓰 유지 ",대니얼WJ ,2021-05-10,9791162244234
쓰면서 익히는 알고리즘과 자료구조,윤대석 ,,2021-03-29,9791162244104
이야기로 배우는 구글 빅쿼리,"구도 마사토 , 스즈키 다쓰히코 , 우에노야마 아키라 , 다카기 도모하루 ",정인식 ,2021-03-30,9791162244036
퀀트 전략을 위한 인공지능 트레이딩,"김태헌 , 신준호 ",,2020-08-20,9791162243312
"일잘러의 비밀, 구글 스프레드시트 제대로 파헤치기",강남석 ,,2021-05-07,9791162244166
자바 세상의 빌드를 이끄는 메이븐,박재성 ,,2011-03-17,9788979148138
유닉스의 탄생,브라이언 커니핸 ,하성창 ,2020-08-03,9791162243282
테트리스 이펙트,댄 애커먼 ,권혜정 ,2018-01-11,9791162240366
